-1953718434;599,753;0,8035
-1953718434;601,682;0,8393
-1953718434;603,61;0,8975
-1953718434;605,539;0,8845
-1953718434;607,467;0,8146
-1953718434;609,395;0,8522
-1953718434;611,324;0,922
-1953718434;613,252;0,8652
-1953718434;615,181;0,8047
-1953718434;617,109;0,7844
-1953718434;619,038;0,767
-1953718434;620,966;0,7612
-1953718434;622,895;0,7793
-1953718434;624,823;0,7806
-1953718434;626,752;0,7717
-1953718434;628,68;0,761
-1953718434;630,609;0,7341
-1953718434;632,537;0,7162
-1953718434;634,466;0,7219
-1953718434;636,394;0,7521
-1953718434;638,322;0,7783
-1953718434;640,251;0,7628
-1953718434;642,179;0,735
-1953718434;644,108;0,7217
-1953718434;646,036;0,7135
-1953718434;647,965;0,7107
-1953718434;649,893;0,7043
-1953718434;651,822;0,7059
-1953718434;653,75;0,7055
-1953718434;655,679;0,6775
-1953718434;657,607;0,6417
-1953718434;659,536;0,6166
-1953718434;661,464;0,6212
-1953718434;663,393;0,6285
-1953718434;665,321;0,604
-1953718434;667,249;0,5559
-1953718434;669,178;0,5302
-1953718434;671,106;0,5268
-1953718434;673,035;0,4823
-1953718434;674,963;0,4245
-1953718434;676,892;0,3609
-1953718434;678,82;0,2954
-1953718434;680,749;0,2715
-1953718434;682,677;0,2987
-1953718434;684,606;0,3796
-1953718434;686,534;0,4658
-1953718434;688,463;0,4947
-1953718434;690,391;0,4878
-1953718434;692,32;0,4917
-1953718434;694,248;0,5407
-1953718434;696,177;0,6077
-1953718434;698,105;0,6469
-1953718434;700,033;0,6692
-1953718434;701,962;0,6833
-1953718434;703,89;0,6882
-1953718434;705,819;0,6932
-1953718434;707,747;0,6991
-1953718434;709,676;0,7188
-1953718434;711,604;0,7355
-1953718434;713,533;0,7359
-1953718434;715,461;0,7329
-1953718434;717,39;0,7224
-1953718434;719,318;0,7136
-1953718434;721,247;0,6996
-1953718434;723,175;0,6841
-1953718434;725,104;0,6798
-1953718434;727,032;0,676
-1953718434;728,96;0,6669
-1953718434;730,889;0,6556
-1953718434;732,817;0,6498
-1953718434;734,746;0,6512
-1953718434;736,674;0,6432
-1953718434;738,603;0,6293
-1953718434;740,531;0,6225
-1953718434;742,46;0,6076
-1953718434;744,388;0,586
-1953718434;746,317;0,5931
-1953718434;748,245;0,6172
-1953718434;750,174;0,6021
-1953718434;752,102;0,5805
-1953718434;754,031;0,5839
-1953718434;755,959;0,5893
-1953718434;757,887;0,5855
-1953718434;759,816;0,5731
-1953718434;761,744;0,5682
-1953718434;763,673;0,5698
-1953718434;765,601;0,5692
-1953718434;767,53;0,5705
-1953718434;769,458;0,5665
-1953718434;771,387;0,5607
-1953718434;773,315;0,5643
-1953718434;775,244;0,5705
-1953718434;777,172;0,5756
-1953718434;779,101;0,5773
-1953718434;781,029;0,5802
-1953718434;782,958;0,5911
-1953718434;784,886;0,6017
-1953718434;786,815;0,6074
-1953718434;788,743;0,6085
-1953718434;790,671;0,6065
-1953718434;792,6;0,6088
-1953718434;794,528;0,6212
-1953718434;796,457;0,6326
-1953718434;798,385;0,6355
-1953718434;800,314;0,6348
-1953718434;802,242;0,636
-1953718434;804,171;0,6399
-1953718434;806,099;0,6437
-1953718434;808,028;0,6514
-1953718434;809,956;0,66
-1953718434;811,885;0,662
-1953718434;813,813;0,6654
-1953718434;815,742;0,6683
-1953718434;817,67;0,6685
-1953718434;819,598;0,6686
-1953718434;821,527;0,6682
-1953718434;823,455;0,6713
-1953718434;825,384;0,676
-1953718434;827,312;0,6795
-1953718434;829,241;0,6764
-1953718434;831,169;0,6667
-1953718434;833,098;0,662
-1953718434;835,026;0,6659
-1953718434;836,955;0,674
-1953718434;838,883;0,6816
-1953718434;840,812;0,6897
-1953718434;842,74;0,7047
-1953718434;844,669;0,7172
-1953718434;846,597;0,7194
-1953718434;848,526;0,7164
-1953718434;850,454;0,7031
-1953718434;852,382;0,6914
-1953718434;854,311;0,6963
-1953718434;856,239;0,7135
-1953718434;858,168;0,7374
-1953718434;860,096;0,7602
-1953718434;862,025;0,7799
-1953718434;863,953;0,7963
-1953718434;865,882;0,806
-1953718434;867,81;0,8104
-1953718434;869,739;0,8154
-1953718434;871,667;0,8201
-1953718434;873,596;0,8244
-1953718434;875,524;0,8332
-1953718434;877,453;0,8356
-1953718434;879,381;0,833
-1953718434;881,309;0,8423
-1953718434;883,238;0,8495
-1953718434;885,166;0,8387
-1953718434;887,095;0,8298
-1953718434;889,023;0,8341
-1953718434;890,952;0,8393
-1953718434;892,88;0,8398
-1953718434;894,809;0,8357
-1953718434;896,737;0,8312
-1953718434;898,666;0,8315
-1953718434;900,594;0,8301
-1953718434;902,523;0,8233
-1953718434;904,451;0,8188
-1953718434;906,38;0,8198
-1953718434;908,308;0,8225
-1953718434;910,236;0,8232
-1953718434;912,165;0,8225
-1953718434;914,093;0,8206
-1953718434;916,022;0,8175
-1953718434;917,95;0,8181
-1953718434;919,879;0,8191
-1953718434;921,807;0,8162
-1953718434;923,736;0,8143
-1953718434;925,664;0,815
-1953718434;927,593;0,8125
-1953718434;929,521;0,8065
-1953718434;931,45;0,807
-1953718434;933,378;0,8107
-1953718434;935,307;0,8078
-1953718434;937,235;0,8014
-1953718434;939,164;0,8001
-1953718434;941,092;0,8019
-1953718434;943,02;0,8001
-1953718434;944,949;0,7953
-1953718434;946,877;0,7936
-1953718434;948,806;0,7979
-1953718434;950,734;0,8004
-1953718434;952,663;0,7951
-1953718434;954,591;0,7882
-1953718434;956,52;0,7859
-1953718434;958,448;0,7849
-1953718434;960,377;0,7807
-1953718434;962,305;0,7758
-1953718434;964,234;0,7703
-1953718434;966,162;0,7647
-1953718434;968,091;0,763
-1953718434;970,019;0,764
-1953718434;971,947;0,7665
-1953718434;973,876;0,769
-1953718434;975,804;0,7705
-1953718434;977,733;0,7724
-1953718434;979,661;0,7714
-1953718434;981,59;0,77
-1953718434;983,518;0,7715
-1953718434;985,447;0,7717
-1953718434;987,375;0,7686
-1953718434;989,304;0,7675
-1953718434;991,232;0,7691
-1953718434;993,161;0,7652
-1953718434;995,089;0,7599
-1953718434;997,018;0,7609
-1953718434;998,946;0,7621
-1953718434;1000,874;0,7571
-1953718434;1002,803;0,7513
-1953718434;1004,731;0,7483
-1953718434;1006,66;0,7461
-1953718434;1008,588;0,7467
-1953718434;1010,517;0,7478
-1953718434;1012,445;0,7452
-1953718434;1014,374;0,7426
-1953718434;1016,302;0,7415
-1953718434;1018,231;0,7387
-1953718434;1020,159;0,7337
-1953718434;1022,088;0,7285
-1953718434;1024,016;0,7237
-1953718434;1025,945;0,7183
-1953718434;1027,873;0,7148
-1953718434;1029,802;0,7121
-1953718434;1031,73;0,7074
-1953718434;1033,658;0,7018
-1953718434;1035,587;0,6968
-1953718434;1037,515;0,6906
-1953718434;1039,444;0,6759
-1953718434;1041,372;0,648
-1953718434;1043,301;0,6162
-1953718434;1045,229;0,6053
-1953718434;1047,158;0,6282
-1953718434;1049,086;0,6534
-1953718434;1051,015;0,6621
-1953718434;1052,943;0,6738
-1953718434;1054,872;0,6877
-1953718434;1056,8;0,6915
-1953718434;1058,729;0,6901
-1953718434;1060,657;0,6887
-1953718434;1062,585;0,687
-1953718434;1064,514;0,6828
-1953718434;1066,442;0,6739
-1953718434;1068,371;0,6666
-1953718434;1070,299;0,6657
-1953718434;1072,228;0,6673
-1953718434;1074,156;0,669
-1953718434;1076,085;0,6705
-1953718434;1078,013;0,6704
-1953718434;1079,942;0,6707
-1953718434;1081,87;0,6714
-1953718434;1083,799;0,6718
-1953718434;1085,727;0,6744
-1953718434;1087,656;0,6763
-1953718434;1089,584;0,6751
-1953718434;1091,512;0,6723
-1953718434;1093,441;0,6698
-1953718434;1095,369;0,6725
-1953718434;1097,298;0,6801
-1953718434;1099,226;0,6856
-1953718434;1101,155;0,6903
-1953718434;1103,083;0,6935
-1953718434;1105,012;0,6964
-1953718434;1106,94;0,702
-1953718434;1108,869;0,7055
-1953718434;1110,797;0,7084
-1953718434;1112,726;0,7095
-1953718434;1114,654;0,7071
-1953718434;1116,583;0,7042
-1953718434;1118,511;0,7048
-1953718434;1120,44;0,7081
-1953718434;1122,368;0,71
-1953718434;1124,296;0,7057
-1953718434;1126,225;0,7004
-1953718434;1128,153;0,7039
-1953718434;1130,082;0,7082
-1953718434;1132,01;0,7072
-1953718434;1133,939;0,7062
-1953718434;1135,867;0,7068
-1953718434;1137,796;0,7078
-1953718434;1139,724;0,7073
-1953718434;1141,653;0,7071
-1953718434;1143,581;0,7076
-1953718434;1145,51;0,7057
-1953718434;1147,438;0,7056
-1953718434;1149,367;0,7096
-1953718434;1151,295;0,7107
-1953718434;1153,223;0,7076
-1953718434;1155,152;0,7062
-1953718434;1157,08;0,7064
-1953718434;1159,009;0,705
-1953718434;1160,937;0,7022
-1953718434;1162,866;0,6989
-1953718434;1164,794;0,6958
-1953718434;1166,723;0,6966
-1953718434;1168,651;0,6992
-1953718434;1170,58;0,6979
-1953718434;1172,508;0,696
-1953718434;1174,437;0,6964
-1953718434;1176,365;0,695
-1953718434;1178,294;0,6919
-1953718434;1180,222;0,6892
-1953718434;1182,151;0,6867
-1953718434;1184,079;0,6851
-1953718434;1186,007;0,6847
-1953718434;1187,936;0,6845
-1953718434;1189,864;0,6842
-1953718434;1191,793;0,6839
-1953718434;1193,721;0,6839
-1953718434;1195,65;0,6821
-1953718434;1197,578;0,6794
-1953718434;1199,507;0,6794
-1953718434;1201,435;0,6782
-1953718434;1203,364;0,6738
-1953718434;1205,292;0,671
-1953718434;1207,221;0,6708
-1953718434;1209,149;0,6695
-1953718434;1211,078;0,6663
-1953718434;1213,006;0,6643
-1953718434;1214,934;0,6642
-1953718434;1216,863;0,6637
-1953718434;1218,791;0,6603
-1953718434;1220,72;0,6563
-1953718434;1222,648;0,6542
-1953718434;1224,577;0,6531
-1953718434;1226,505;0,6533
-1953718434;1228,434;0,6508
-1953718434;1230,362;0,6454
-1953718434;1232,291;0,6436
-1953718434;1234,219;0,644
-1953718434;1236,148;0,6423
-1953718434;1238,076;0,6402
-1953718434;1240,005;0,6372
-1953718434;1241,933;0,6333
-1953718434;1243,861;0,6305
-1953718434;1245,79;0,6295
-1953718434;1247,718;0,6282
-1953718434;1249,647;0,624
-1953718434;1251,575;0,6203
-1953718434;1253,504;0,6187
-1953718434;1255,432;0,6151
-1953718434;1257,361;0,6107
-1953718434;1259,289;0,6067
-1953718434;1261,218;0,6033
-1953718434;1263,146;0,6015
-1953718434;1265,075;0,5987
-1953718434;1267,003;0,5965
-1953718434;1268,932;0,5951
-1953718434;1270,86;0,5915
